status,id,display_name,legal_name,url,department,street_address,city,neighbourhood,postal_code,region,country,requires_identification,operating_countries,custom_identifier,identifiers,generic_url,generic_email,generic_note,access_url,access_email,access_note,deletion_url,deletion_email,deletion_note,portability_url,portability_email,portability_note,correction_url,correction_email,correction_note
,,Bundeskellereiinspektion,Bundeskellereiinspektion,,,Marxergasse 2,Wien,,1030,Wien,AUSTRIA,,,bundesbehoerden_bund_34_20-08-2020,,,elfriede.gumprecht@bundeskellereiinspektion.at,"Phone: +43171100637025, Fax: +43171100637054",,,,,,,,,,,,
,,Statistik Austria,Bundesanstalt Statistik Österreich ,,,Guglgasse 13,Wien,,1110,Wien,AUSTRIA,,,bundesbehoerden_bund_35_20-08-2020,,,office@statistik.gv.at,"Phone: +431711280, Fax: +431711287728",,,,,,,,,,,,
,,E-Control,Energie-Control Austria für die Regulierung der Elektrizitäts- und Erdgaswirtschaft,,,Rudolfsplatz 13a,Wien,,1010,Wien,AUSTRIA,,,bundesbehoerden_bund_36_20-08-2020,,,office@e-control.at,"Phone: +431247240, Fax: +43124724900",,,,,,,,,,,,
,,GBA,Geologische Bundesanstalt,,,Neulinggasse 38,Wien,,1030,Wien,AUSTRIA,,,bundesbehoerden_bund_37_20-08-2020,,,office@geologie.ac.at,"Phone: +4317125674, Fax: +431712567456",,,,,,,,,,,,
,,ZAMG,Zentralanstalt für Meteorologie und Geodynamik ,,,Hohe Warte 38,Wien,,1190,Wien,AUSTRIA,,,bundesbehoerden_bund_38_20-08-2020,,,dion@zamg.ac.at,"Phone: +43136026, Fax: +4313691233",,,,,,,,,,,,
,,Gedenkstätte Mauthausen,Gedenkstätte Mauthausen,,,"Argentinierstraße 13, Top 103+104",Wien,,1040,Wien,AUSTRIA,,,bundesbehoerden_bund_39_20-08-2020,,,office@mauthausen-memorial.org,"Phone: +4313763000100, Fax: ",,,,,,,,,,,,
,,JBA,Justizbetreuungsagentur,,,Universitätsstraße 5/7,Wien,,1010,Wien,AUSTRIA,,,bundesbehoerden_bund_40_20-08-2020,,,office@jba.gv.at,"Phone: +4319089022300, Fax: +4319089022310",,,,,,,,,,,,
,,BHAG,Buchhaltungsagentur des Bundes,,,Dresdner Straße 89,Wien,,1200,Wien,AUSTRIA,,,bundesbehoerden_bund_41_20-08-2020,,,ds@bhag.gv.at,"Phone: +4350506859843, Fax: ",,,,,,,,,,,,
,,Agentur für Rechnungswesen,Agentur für Rechnungswesen GmbH,,,Dresdner Straße 89,Wien,,1200,Wien,AUSTRIA,,,bundesbehoerden_bund_42_20-08-2020,,,office@arw.gv.at,"Phone: +43505060, Fax: ",,,,,,,,,,,,
,,BEV,Bundesamt für Eich- und Vermessungswesen,,,Schiffamtsgasse 1-3,Wien,,1020,Wien,AUSTRIA,,,bundesbehoerden_bund_43_20-08-2020,,,kundenservice@bev.gv.at,"Phone: +43121110822160, Fax: +4312111082992161",,,,,,,,,,,,
,,BAES,Bundesamt für Ernährungssicherheit,,,"p.A. AGES, Spargelfeldstrasse 191",Wien,,1200,Wien,AUSTRIA,,,bundesbehoerden_bund_44_20-08-2020,,,baes@baes.gv.at,"Phone: +435055532350, Fax: ",,,,,,,,,,,,
,,BFA,Bundesamt für Fremdenwesen und Asyl,,,Modecenterstraße 22,Wien,,1030,Wien,AUSTRIA,,,bundesbehoerden_bund_45_20-08-2020,,,BFA-Einlaufstelle@bmi.gv.at,"Phone: +4359133987004, Fax: +4359133987399",,,,,,,,,,,,
,,BAK,Bundesamt zur Korruptionsprävention und Korruptionsbekämpfung,,,Herrengasse 7,Wien,,1010,Wien,AUSTRIA,,,bundesbehoerden_bund_46_20-08-2020,,,BMI-III-BAK-SPOC@bak.gv.at,"Phone: +43153126906800, Fax: +43153126108583",,,,,,,,,,,,
,,BASG,Bundesamt für Sicherheit im Gesundheitswesen,,,Traisengasse 5,Wien,,1200,Wien,AUSTRIA,,,bundesbehoerden_bund_47_20-08-2020,,,basg_anfragen@basg.gv.at,"Phone: +435055536111, Fax: +435055536111",,,,,,,,,,,,
,,BVT,Bundesamt für Verfassungsschutz und Terrorismusbekämpfung,,,"Herrengasse 7, Postfach 100",Wien,,1010,Wien,AUSTRIA,,,bundesbehoerden_bund_48_20-08-2020,,,BMI-II-BVT@bmi.gv.at,"Phone: +431531260, Fax: +43153126108613",,,,,,,,,,,,
,,BFW,Bundesamt für Wald,,,Seckendorff-Gudent-Weg 8,Wien Postfach,,1131,Wien,AUSTRIA,,,bundesbehoerden_bund_49_20-08-2020,,,bundesamt@bfw.gv.at,"Phone: +431878382214, Fax: ",,,,,,,,,,,,
,,Umweltbundesamt,Umweltbundesamt GmbH,,,Spittelauer Lände 5,Wien,,1090,Wien,AUSTRIA,,,bundesbehoerden_bund_50_20-08-2020,,,datenschutzbeauftragter@umweltbundesamt.at,"Phone: +43131304, Fax: +431313045400",,,,,,,,,,,,
,,AMS,Arbeitsmarktservice,,,Treustraße 35-43,Wien,,1200,Wien,AUSTRIA,,,bundesbehoerden_bund_51_20-08-2020,,,ams.oesterreich@ams.at,"Phone: +4350904199, Fax: +4350904188",,,,,,,,,,,,
,,Austro Control,Österreichische Gesellschaft für Zivilluftfahrt mit beschränkter Haftung,,,Wagramer Straße 19,Wien,,1220,Wien,AUSTRIA,,,bundesbehoerden_bund_52_20-08-2020,,,info@austrocontrol.at,"Phone: +43517030, Fax: +435170301536",,,,,,,,,,,,
,,Österreichische Nationalbank,Österreichische Nationalbank,,,Otto-Wagner-Platz 3,Wien,,1090,Wien,AUSTRIA,,,bundesbehoerden_bund_53_20-08-2020,,,posteingang@oenb.at,"Phone: +431404200, Fax: +43140420042399",,,,,,,,,,,,
,,Rechnungshof,Rechnungshof Österreich,,,Dampfschiffstraße 2,Wien Postfach,,1031,Wien,AUSTRIA,,,bundesbehoerden_bund_54_20-08-2020,,,office@rechnungshof.gv.at,"Phone: +431711710, Fax: ",,,,,,,,,,,,
,,Schienen Control,Österreichische Gesellschaft für Schienenmarktregulierung mit beschränkter Haftung,,,Linke Wienzeile 4/1/6,Wien,,1060,Wien,AUSTRIA,,,bundesbehoerden_bund_55_20-08-2020,,,office@schienencontrol.gv.at,"Phone: +4315050707, Fax: ",,,,,,,,,,,,
,,Patentamt,Österreichisches Patentamt,,,Dresdner Straße 87,Wien,,1200,Wien,AUSTRIA,,,bundesbehoerden_bund_56_20-08-2020,,,info@patentamt.at,"Phone: +431534240, Fax: ",,,,,,,,,,,,
,,Heerespersonalamt,Heerespersonalamt,,,Panikengasse 2,Wien,,1163,Wien,AUSTRIA,,,bundesbehoerden_bund_57_20-08-2020,,,hpa.wien1@bmlvs.gv.at,"Phone: +4350201991650, Fax: ",,,,,,,,,,,,
,,Studienbeihilfenbehörde,Studienbeihilfenbehörde,,,Gudrunstraße 179,Wien,,1100,Wien,AUSTRIA,,,bundesbehoerden_bund_58_23-08-2020,,,dsb@stbh.gv.at,"Phone: +431601730, Fax: +43160173200",,,,,,,,,,,,
,,BIFIE,"Bundesinstitut für Bildungsforschung, Innovation & Entwicklung des österreichischen Schulwesens",,,Alpenstraße 121,Salzburg,,5020,Salzburg,AUSTRIA,,,bundesbehoerden_bund_59_23-08-2020,,,office@bifie.at,"Phone: +43662620088, Fax: +436626200881900",,,,,,,,,,,,
,,ÖSZ,Österreichisches Sprachen-Kompetenz-Zentrum,,,Hans-Sachs-Gasse 3/I,Graz,,8010,Steiermark,AUSTRIA,,,bundesbehoerden_bund_60_23-08-2020,,,office@oesz.at,"Phone: +43316824150, Fax: +433168241506",,,,,,,,,,,,
,,ÖGB,Österreichischer Gewerkschaftsbund,,,Johann-Böhm-Platz 1,Wien,,1020,Wien,AUSTRIA,,,gewerkschaften_bund_1_22-08-2020,,,oegb@oegb.at,"Phone: +4315344439, Fax: ",,,,,,,,,,,,
,,GPA-djp,"Gewerkschaft der Privatangestellten, Druck, Journalismus, Papier",,,Alfred-Dallinger-Platz 1,Wien,,1034,Wien,AUSTRIA,,,gewerkschaften_bund_2_22-08-2020,,,service@gpa-djp.at,"Phone: +4350301301, Fax: ",,,,,,,,,,,,
,,GÖD,Gewerkschaft Öffentlicher Dienst,,,Teinfaltstraße 7,Wien,,1010,Wien,AUSTRIA,,,gewerkschaften_bund_3_22-08-2020,,,goed@goed.at,"Phone: +431534540, Fax: ",,,,,,,,,,,,
,,younion,younion_Die Daseinsgewerkschaft,,,Maria-Theresien-Straße 11,Wien,,1090,Wien,AUSTRIA,,,gewerkschaften_bund_4_22-08-2020,,,infocenter@younion.at,"Phone: +431313168300, Fax: ",,,,,,,,,,,,
,,GBH,Gewerkschaft Bau-Holz,,,Johann-Böhm-Platz 1,Wien,,1020,Wien,AUSTRIA,,,gewerkschaften_bund_5_22-08-2020,,,bau-holz@gbh.at,"Phone: +4315344459110, Fax: ",,,,,,,,,,,,
,,vida,Gewerkschaft vida,,,Johann-Böhm-Platz 1,Wien,,1020,Wien,AUSTRIA,,,gewerkschaften_bund_6_22-08-2020,,,info@vida.at,"Phone: +43153444790, Fax: ",,,,,,,,,,,,
,,GPF,Gewerkschaft der Post- und Fernmeldebediensteten,,,Johann-Böhm-Platz 1,Wien,,1020,Wien,AUSTRIA,,,gewerkschaften_bund_7_22-08-2020,,,gpf@gpf.at,"Phone: +4315344449440, Fax: ",,,,,,,,,,,,
,,PROGE,Produktionsgewerkschaft,,,Johann-Böhm-Platz 1,Wien,,1020,Wien,AUSTRIA,,,gewerkschaften_bund_8_22-08-2020,,,proge@proge.at,"Phone: +43153444690, Fax: ",,,,,,,,,,,,
,,Magistrat der Stadt Rust,Magistrat der Stadt Rust,,,Conradplatz 1,Rust,,7071,Burgenland,AUSTRIA,,,bezirkshauptmannschaften_burgenland_1_25-08-2020,,,post@rust.bgld.gv.at,"Phone: +432685202, Fax: +43268520212",,,,,,,,,,,,
,,Magistrat Eisenstadt,Magistrat Eisenstadt,,,Hauptstraße 35,Eisenstadt,,7000,Burgenland,AUSTRIA,,,bezirkshauptmannschaften_burgenland_2_25-08-2020,,,datenschutz@eisenstadt.at,"Phone: +4326827050, Fax: ",,,,,,,,,,,,
,,BH Eisenstadt-Umgebung,Bezirkshauptmannschaft Eisenstadt-Umgebung,,,Ing. Julius Raab-Straße 1,Eisenstadt,,7000,Burgenland,AUSTRIA,,,bezirkshauptmannschaften_burgenland_3_25-08-2020,,,bh.eisenstadt@bgld.gv.at,"Phone: +4357600, Fax: +435760074177",,,,,,,,,,,,
,,BH Güssing,Bezirkshauptmannschaft Güssing,,,Hauptstraße 1,Güssing,,7540,Burgenland,AUSTRIA,,,bezirkshauptmannschaften_burgenland_4_25-08-2020,,,bh.guessing@bgld.gv.at,"Phone: +43576004691, Fax: +43576004670",,,,,,,,,,,,
,,BH Mattersburg,Bezirkshauptmannschaft Mattersburg,,,Marktgasse 2,Mattersburg,,7210,Burgenland,AUSTRIA,,,bezirkshauptmannschaften_burgenland_5_25-08-2020,,,bh.mattersburg@bgld.gv.at,"Phone: +43576004300, Fax: +43576004377",,,,,,,,,,,,
,,BH Neusiedl am See,Bezirkshauptmannschaft Neusiedl am See,,,Eisenstädter Straße 1a,Neusiedl am See,,7100,Burgenland,AUSTRIA,,,bezirkshauptmannschaften_burgenland_6_25-08-2020,,,bh.neusiedl@bgld.gv.at,"Phone: +43576004299, Fax: +43576004296",,,,,,,,,,,,
,,BH Oberpullendorf,Bezirkshauptmannschaft Oberpullendorf,,,Hauptstraße 56,Oberpullendorf,,7350,Burgenland,AUSTRIA,,,bezirkshauptmannschaften_burgenland_7_25-08-2020,,,bh.oberpullendorf@bgld.gv.at,"Phone: +43576004499, Fax: +43576004477",,,,,,,,,,,,
,,BH Oberwart,Bezirkshauptmannschaft Oberwart,,,Hauptplatz 1,Oberwart,,7400,Burgenland,AUSTRIA,,,bezirkshauptmannschaften_burgenland_8_25-08-2020,,,bh.oberwart@bgld.gv.at,"Phone: +43576004591, Fax: +43576004577",,,,,,,,,,,,
,,BH Jennersdorf,Bezirkshauptmannschaft Jennersdorf,,,Hauptplatz 15,Jennersdorf,,8380,Burgenland,AUSTRIA,,,bezirkshauptmannschaften_burgenland_9_25-08-2020,,,bh.jennersdorf@bgld.gv.at,"Phone: +43576004700, Fax: +43576004777",,,,,,,,,,,,
,,Bildungsdirektion Burgenland,Bildungsdirektion Burgenland,,,Kernausteig 3,Eisenstadt,,7000,Burgenland,AUSTRIA,,,burgenland_burgenland_1_19-08-2020,,,office@bildung-bgld.gv.at,"Phone: +432682710, Fax: +4326827101009",,,,,,,,,,,,
,,Landespolizeidirektion Burgenland,Landespolizeidirektion Burgenland,,,Neusiedler Straße 84,Eisenstadt,,7000,Burgenland,AUSTRIA,,,burgenland_burgenland_2_19-08-2020,,,LPD-B@polizei.gv.at,"Phone: +4359133100, Fax: +4359133101009",,,,,,,,,,,,
,,Wirtschaftskammer Burgenland,Wirtschaftskammer Burgenland,,,Robert-Graf-Platz 1,Eisenstadt,,7000,Burgenland,AUSTRIA,,,burgenland_burgenland_3_18-08-2020,,,wkbgld@wkbgld.at,"Phone: +435909072000, Fax: +435909072015",,,,,,,,,,,,
,,Rechtanswaltskammer Burgenland,Rechtanswaltskammer Burgenland,,,Marktstraße 3,Eisenstadt,,7000,Burgenland,AUSTRIA,,,burgenland_burgenland_4_18-08-2020,,,rak.bgld@aon.at,"Phone: +43720211990, Fax: +43720211991",,,,,,,,,,,,
,,Landeszahnärztekammer Burgenland,Landeszahnärztekammer Burgenland,,,Schlossplatz 1,Bad Tatzmannsdorf,,7431,Burgenland,AUSTRIA,,,burgenland_burgenland_5_18-08-2020,,,office@bgld.zahnaerztekammer.at,"Phone: +43505117000, Fax: +43505117002",,,,,,,,,,,,
,,"Notariatskammer für Wien, Niederösterreich und Burgenland","Notariatskammer für Wien, Niederösterreich und Burgenland ",,,Landesgerichtsstraße 20,Wien,,1010,Wien,AUSTRIA,,,burgenland_burgenland_6_18-08-2020,,,kammer-wnb@notar.or.at,"Phone: +43140245090, Fax: +4314063475",,,,,,,,,,,,
,,Ärztekammer Burgenland,Ärztekammer Burgenland,,,Johann Permayerstraße 3,Eisenstadt,,7000,Burgenland,AUSTRIA,,,burgenland_burgenland_7_18-08-2020,,,office@aekbgld.at,"Phone: +43268262521, Fax: +4326826252190",,,,,,,,,,,,
,,Apothekerkammer Burgenland,Apothekerkammer Burgenland,,,Permayerstraße 3,Eisenstadt,,7000,Burgenland,AUSTRIA,,,burgenland_burgenland_8_18-08-2020,,,burgenland@apothekerkammer.at,"Phone: +43268261645, Fax: +43268266115",,,,,,,,,,,,
,,Kammer der Steuerberater und Wirtschaftsprüfer Burgenland,Kammer der Steuerberater und Wirtschaftsprüfer Burgenland,,,Schönbrunnerstraße 222-228/1/6/2,Wien,,1120,Wien,AUSTRIA,,,burgenland_burgenland_9_18-08-2020,,,office@ksw.or.at,"Phone: +431811730, Fax: +43181173100",,,,,,,,,,,,
,,"Kammer der ZiviltechnikerInnen für Wien, Niederösterreich und Burgenland","Kammer der ZiviltechnikerInnen für Wien, Niederösterreich und Burgenland",,,Karlsgasse 9/1,Wien,,1040,Wien,AUSTRIA,,,burgenland_burgenland_10_18-08-2020,,,kammer@arching.at,"Phone: +4315051781, Fax: +4315051005",,,,,,,,,,,,
,,Arbeiterkammer Burgenland,Kammer für Arbeiter und Angestellte für das Burgenland,,,Wiener Straße 7,Eisenstadt,,7000,Burgenland,AUSTRIA,,,burgenland_burgenland_11_18-08-2020,,,akbgld@akbgld.at,"Phone: +432682740, Fax: ",,,,,,,,,,,,
,,FH Burgenland,Fachhochschule Burgenland GmbH,,,Campus 1,Eisenstadt,,7000,Burgenland,AUSTRIA,,,burgenland_burgenland_12_24-08-2020,,,office@fh-burgenland.at,"Phone: +4357705, Fax: +43577051199",,,,,,,,,,,,
,,PH Burgenland,Stiftung private Pädagogische Hochschule Burgenland,,,Thomas-Alva-Edison-Straße 1,Eisenstadt,,7000,Burgenland,AUSTRIA,,,burgenland_burgenland_13_24-08-2020,,,office@ph-burgenland.at,"Phone: +43268224817, Fax: ",,,,,,,,,,,,
,,Magistrat Klagenfurt,Magistrat der Landeshauptstadt Klagenfurt am Wörthersee,,,"Rathaus, Neuer Platz 1",Klagenfurt am Wörthersee,,9010,Kärnten,AUSTRIA,,,bezirkshauptmannschaften_kaernten_1_25-08-2020,,,info@klagenfurt.at,"Phone: +434635370, Fax: ",,,,,,,,,,,,
,,Magistrat der Stadt Villach,Magistrat der Stadt Villach,,,Rathausplatz 1,Villach,,9500,Kärnten,AUSTRIA,,,bezirkshauptmannschaften_kaernten_2_25-08-2020,,,service@villach.at,"Phone: +434242205, Fax: ",,,,,,,,,,,,
,,BH Feldkirchen,Bezirkshauptmannschaft Feldkirchen,,,Milesistraße 10,Feldkirchen in Kärnten,,9560,Kärnten,AUSTRIA,,,bezirkshauptmannschaften_kaernten_3_25-08-2020,,,post.bhfe@ktn.gv.at,"Phone: +435053667000, Fax: +435053667200",,,,,,,,,,,,
,,BH Hermagor,Bezirkshauptmannschaft Hermagor,,,Hauptstraße 44,Hermagor,,9620,Kärnten,AUSTRIA,,,bezirkshauptmannschaften_kaernten_4_25-08-2020,,,post.bhhe@ktn.gv.at,"Phone: +435053663000, Fax: +435053663810",,,,,,,,,,,,
,,BH Klagenfurt Land,Bezirkshauptmannschaft Klagenfurt Land,,,Völkermarkter Ring 19,Klagenfurt am Wörthersee,,9010,Kärnten,AUSTRIA,,,bezirkshauptmannschaften_kaernten_5_25-08-2020,,,post.bhkl@ktn.gv.at,"Phone: +435053664000, Fax: +435053664001",,,,,,,,,,,,
,,BH Spittal an der Drau,Bezirkshauptmannschaft Spittal an der Drau,,,Tiroler Straße 16,Spittal an der Drau,,9800,Kärnten,AUSTRIA,,,bezirkshauptmannschaften_kaernten_6_25-08-2020,,,post.bhsp@ktn.gv.at,"Phone: +435053662000, Fax: +435053662333",,,,,,,,,,,,
,,BH St. Veit an der Glan,Bezirkshauptmannschaft St. Veit an der Glan,,,Hauptplatz 28,St. Veit an der Glan,,9300,Kärnten,AUSTRIA,,,bezirkshauptmannschaften_kaernten_7_25-08-2020,,,post.bhsv@ktn.gv.at,"Phone: +435053668000, Fax: +435053668200",,,,,,,,,,,,
,,BH Villach Land,Bezirkshauptmannschaft Villach Land,,,Meister-Friedrich-Straße 4,Villach,,9500,Kärnten,AUSTRIA,,,bezirkshauptmannschaften_kaernten_8_25-08-2020,,,post.bhvl@ktn.gv.at,"Phone: +435053661000, Fax: +435053661341",,,,,,,,,,,,
,,BH Völkermarkt,Bezirkshauptmannschaft Völkermarkt,,,Spanheimergasse 2,Völkermarkt,,9100,Kärnten,AUSTRIA,,,bezirkshauptmannschaften_kaernten_9_25-08-2020,,,post.bhvk@ktn.gv.at,"Phone: +435053665000, Fax: +435053665511",,,,,,,,,,,,
,,BH Wolfsberg,Bezirkshauptmannschaft Wolfsberg,,,Am Weiher 5/6,Wolfsberg,,9400,Kärnten,AUSTRIA,,,bezirkshauptmannschaften_kaernten_10_25-08-2020,,,post.bhwo@ktn.gv.at,"Phone: +435053666000, Fax: +435053666200",,,,,,,,,,,,
,,Bildungsdirektion für Kärnten,Bildungsdirektion für Kärnten,,,10. -Oktober-Straße 24,Klagenfurt am Wörthersee,,9020,Kärnten,AUSTRIA,,,kaernten_kaernten_1_19-08-2020,,,office@bildung-ktn.gv.at,"Phone: +4350534, Fax: +435053411111",,,,,,,,,,,,
,,Landespolizeidirektion Kärnten,Landespolizeidirektion Kärnten,,,Buchengasse 3,Klagenfurt am Wörthersee,,9020,Kärnten,AUSTRIA,,,kaernten_kaernten_2_19-08-2020,,,LPD-K@polizei.gv.at,"Phone: +4359133200, Fax: +4359133201009",,,,,,,,,,,,
,,Wirtschaftskammer Kärnten,Wirtschaftskammer Kärnten,,,Europaplatz 1,Klagenfurt am Wörthersee Postfach,,9021,Kärnten,AUSTRIA,,,kaernten_kaernten_3_18-08-2020,,,wirtschaftskammer@wkk.or.at,"Phone: +435909040, Fax: +43590904704",,,,,,,,,,,,
,,Rechtanswaltskammer Kärnten,Rechtanswaltskammer Kärnten,,,Theatergasse 4,Klagenfurt am Wörthersee,,9020,Kärnten,AUSTRIA,,,kaernten_kaernten_4_18-08-2020,,,kammer@rechtsanwaelte-kaernten.at,"Phone: +43463512425, Fax: +4346351242515",,,,,,,,,,,,
,,Landeszahnärztekammer Kärnten,Landeszahnärztekammer Kärnten,,,Neuer Platz 7/1,Klagenfurt am Wörthersee,,9020,Kärnten,AUSTRIA,,,kaernten_kaernten_5_18-08-2020,,,office@ktn.zahnaerztekammer.at,"Phone: +43505119020, Fax: +43505119023",,,,,,,,,,,,
,,Ärztekammer Kärnten,Ärztekammer Kärnten,,,St. Veiter Straße 34/II,Klagenfurt am Wörthersee,,9020,Kärnten,AUSTRIA,,,kaernten_kaernten_6_18-08-2020,,,aek@aekktn.at,"Phone: +46358560, Fax: +463514222",,,,,,,,,,,,
,,Apothekerkammer Kärnten,Apothekerkammer Kärnten,,,Alter Platz 24/II,Klagenfurt am Wörthersee,,9020,Kärnten,AUSTRIA,,,kaernten_kaernten_7_18-08-2020,,,kaernten@apothekerkammer.at,"Phone: +43463513366, Fax: +4346351336620",,,,,,,,,,,,
,,Arbeiterkammer Kärnten,Kammer für Arbeiter und Angestellte für Kärnten,,,Bahnhofplatz 3,Klagenfurt am Wörthersee Postfach,,9021,Kärnten,AUSTRIA,,,kaernten_kaernten_8_18-08-2020,,,arbeiterkammer@akktn.at,"Phone: +4350477, Fax: +43504772400",,,,,,,,,,,,
,,Kammer der Steuerberater und Wirtschaftsprüfer Kärnten,Kammer der Steuerberater und Wirtschaftsprüfer Kärnten,,,"Lakeside B11 a, 1. OG",Klagenfurt am Wörthersee,,9020,Kärnten,AUSTRIA,,,kaernten_kaernten_9_18-08-2020,,,kaernten@ksw.or.at,"Phone: +43463512944, Fax: +434635129445",,,,,,,,,,,,
,,Kammer der ZiviltechnikerInnen für Steiermark und Kärnten,Kammer der ZiviltechnikerInnen für Steiermark und Kärnten,,,Schönaugasse 7/1,Graz,,8010,Steiermark,AUSTRIA,,,kaernten_kaernten_10_18-08-2020,,,office@ztkammer.at,"Phone: +43316826344, Fax: +4331682634425",,,,,,,,,,,,
,,Landarbeiterkammer Kärnten,Landarbeiterkammer Kärnten,,,Bahnhofstrasse 44/III,Klagenfurt am Wörthersee,,9020,Kärnten,AUSTRIA,,,kaernten_kaernten_11_18-08-2020,,,lak@lakktn.at,"Phone: +434635870419, Fax: +434635870420",,,,,,,,,,,,
,,Notariatskammer für Kärnten,Notariatskammer für Kärnten,,,Lakeside B 11 a,Klagenfurt am Wörthersee,,9020,Kärnten,AUSTRIA,,,kaernten_kaernten_12_18-08-2020,,,office@ktn-notare.at,"Phone: +43463512797, Fax: +434635127974",,,,,,,,,,,,
,,KFA der Beamten der Stadt Villach,Krankenfürsorgeanstalt der Beamten der Stadt Villach,,,Rathausplatz 1,Villach,,9500,Kärnten,AUSTRIA,,,kaernten_kaernten_13_20-08-2020,,,kfa@villach.at,"Phone: +4342422051919, Fax: ",,,,,,,,,,,,
,,GSZ,Gemeinde-Servicezentrum,,,Gabelsbergerstraße 5,Klagenfurt am Wörthersee,,9020,Kärnten,AUSTRIA,,,kaernten_kaernten_14_20-08-2020,,,gsz@ktn.gde.at,"Phone: +4346355111300, Fax: +4346355111222",,,,,,,,,,,,
,,AAU,Alpen-Adria-Universität Klagenfurt,,,Universitätsstraße 65-67,Klagenfurt am Wörthersee,,9020,Kärnten,AUSTRIA,,,kaernten_kaernten_15_23-08-2020,,,uni@aau.at,"Phone: +434632700, Fax: ",,,,,,,,,,,,
,,GMPU,Gustav Mahler Privatuniversität für Musik,,,Mießtalerstraße 8,Klagenfurt am Wörthersee,,9020,Kärnten,AUSTRIA,,,kaernten_kaernten_16_24-08-2020,,,info@gmpu.ac.at,"Phone: +435053616552, Fax: ",,,,,,,,,,,,
,,FH Kärnten,Fachhochschule Kärnten - Gemeinnützige Privatstiftung,,,Villacher Straße 1,Spittal an der Drau,,9800,Kärnten,AUSTRIA,,,kaernten_kaernten_17_24-08-2020,,,info@fh-kaernten.at,"Phone: +43590500, Fax: +435905009910",,,,,,,,,,,,
,,PH Kärnten,Pädagogische Hochschule Kärnten,,,Hubertusstraße 1,Klagenfurt am Wörthersee,,9020,Kärnten,AUSTRIA,,,kaernten_kaernten_18_24-08-2020,,,office@ph-kaernten.ac.at,"Phone: +43463508508, Fax: ",,,,,,,,,,,,
,,BH Amstetten,Bezirkshauptmannschaft Amstetten,,,Preinsbacher Straße 11,Amstetten,,3300,Niederösterreich,AUSTRIA,,,bezirkshauptmannschaften_niederoesterreich_1_25-08-2020,,,post.bham@noel.gv.at ,"Phone: +43747290250, Fax: +437472902521000",,,,,,,,,,,,
,,BH Baden,Bezirkshauptmannschaft Baden,,,Schwartzstraße 50,Baden,,2500,Niederösterreich,AUSTRIA,,,bezirkshauptmannschaften_niederoesterreich_2_25-08-2020,,,post.bhbn@noel.gv.at ,"Phone: +43225290250, Fax: +432252902522000",,,,,,,,,,,,
,,BH Bruck an der Leitha,Bezirkshauptmannschaft Bruck an der Leitha,,,Fischamender Straße 10,Bruck an der Leitha,,2460,Niederösterreich,AUSTRIA,,,bezirkshauptmannschaften_niederoesterreich_3_25-08-2020,,,post.bhbl@noel.gv.at ,"Phone: +43216290250, Fax: +432162902523000",,,,,,,,,,,,
,,BH Gänserndorf,Bezirkshauptmannschaft Gänserndorf,,,Schönkirchner Straße 1,Gänserndorf,,2230,Niederösterreich,AUSTRIA,,,bezirkshauptmannschaften_niederoesterreich_4_25-08-2020,,,post.bhgf@noel.gv.at ,"Phone: +43228290250, Fax: +432282902524000",,,,,,,,,,,,
,,BH Gmünd,Bezirkshauptmannschaft Gmünd,,,Schremser Straße 8,Gmünd,,3950,Niederösterreich,AUSTRIA,,,bezirkshauptmannschaften_niederoesterreich_5_25-08-2020,,,post.bhgd@noel.gv.at ,"Phone: +43285290250, Fax: +432852902525000",,,,,,,,,,,,
,,BH Hollabrunn,Bezirkshauptmannschaft Hollabrunn,,,Mühlgasse 24,Hollabrunn,,2020,Niederösterreich,AUSTRIA,,,bezirkshauptmannschaften_niederoesterreich_6_25-08-2020,,,post.bhhl@noel.gv.at ,"Phone: +43295290250, Fax: +432952902527000",,,,,,,,,,,,
,,BH Horn,Bezirkshauptmannschaft Horn,,,Frauenhofner Straße 2,Horn,,3580,Niederösterreich,AUSTRIA,,,bezirkshauptmannschaften_niederoesterreich_7_25-08-2020,,,post.bhho@noel.gv.at ,"Phone: +43298290250, Fax: +432982902528000",,,,,,,,,,,,
,,BH Korneuburg,Bezirkshauptmannschaft Korneuburg,,,Bankmannring 5,Korneuburg,,2100,Niederösterreich,AUSTRIA,,,bezirkshauptmannschaften_niederoesterreich_8_25-08-2020,,,post.bhko@noel.gv.at ,"Phone: +43226290250, Fax: +432262902529000",,,,,,,,,,,,
,,BH Krems,Bezirkshauptmannschaft Krems,,,Drinkweldergasse 15,Krems an der Donau,,3500,Niederösterreich,AUSTRIA,,,bezirkshauptmannschaften_niederoesterreich_9_25-08-2020,,,post.bhkr@noel.gv.at ,"Phone: +43273290250, Fax: +432732902530000",,,,,,,,,,,,
,,BH Lilienfeld,Bezirkshauptmannschaft Lilienfeld,,,Am Anger 2,Lilienfeld,,3180,Niederösterreich,AUSTRIA,,,bezirkshauptmannschaften_niederoesterreich_10_25-08-2020,,,post.bhlf@noel.gv.at ,"Phone: +43276290250, Fax: +432762902531000",,,,,,,,,,,,
