Name,Name_Lang,Branche,Typ,Adresse,PLZ,Ort,Ebene,E-Mail,Tel,Fax,Pruefung
BH Güssing,Bezirkshauptmannschaft Güssing,Bezirksbehörde,Administration,Hauptstraße 1,7540,Güssing,Burgenland,bh.guessing@bgld.gv.at,+43576004691,+43576004670,25.08.2020
BH Jennersdorf,Bezirkshauptmannschaft Jennersdorf,Bezirksbehörde,Administration,Hauptplatz 15,8380,Jennersdorf,Burgenland,bh.jennersdorf@bgld.gv.at,+43576004700,+43576004777,25.08.2020
BH Mattersburg,Bezirkshauptmannschaft Mattersburg,Bezirksbehörde,Administration,Marktgasse 2,7210,Mattersburg,Burgenland,bh.mattersburg@bgld.gv.at,+43576004300,+43576004377,25.08.2020
BH Neusiedl am See,Bezirkshauptmannschaft Neusiedl am See,Bezirksbehörde,Administration,Eisenstädter Straße 1a,7100,Neusiedl am See,Burgenland,bh.neusiedl@bgld.gv.at,+43576004299,+43576004296,25.08.2020
BH Oberpullendorf,Bezirkshauptmannschaft Oberpullendorf,Bezirksbehörde,Administration,Hauptstraße 56,7350,Oberpullendorf,Burgenland,bh.oberpullendorf@bgld.gv.at,+43576004499,+43576004477,25.08.2020
BH Oberwart,Bezirkshauptmannschaft Oberwart,Bezirksbehörde,Administration,Hauptplatz 1,7400,Oberwart,Burgenland,bh.oberwart@bgld.gv.at,+43576004591,+43576004577,25.08.2020
Magistrat Eisenstadt,Magistrat Eisenstadt,Bezirksbehörde,Administration,Hauptstraße 35,7000,Eisenstadt,Burgenland,datenschutz@eisenstadt.at,+4326827050,,25.08.2020
Magistrat der Stadt Rust,Magistrat der Stadt Rust,Bezirksbehörde,Administration,Conradplatz 1,7071,Rust,Burgenland,post@rust.bgld.gv.at,+432685202,+43268520212,25.08.2020
Bildungsdirektion Burgenland,Bildungsdirektion Burgenland,Bildung,Behörde,Kernausteig 3,7000,Eisenstadt,Burgenland,office@bildung-bgld.gv.at,+432682710,+4326827101009,19.08.2020
BS Mattersburg,Berufsschule Mattersburg,Bildung,Berufsschule,Bahnstraße 41,7210,Mattersburg,Burgenland,bsma@aon.at,,,08.09.2020
BS Oberwart,Berufsschule Oberwart,Bildung,Berufsschule,Schulgasse 32,7400,Oberwart,Burgenland,direktion@bs-oberwart.at,+43335232362,+433352323624,08.09.2020
LBS Eisenstadt,Landesberufsschule Eisenstadt,Bildung,Berufsschule,Gölbeszeile 10-12,7000,Eisenstadt,Burgenland,office@bs-eisenstadt.at,+4326826330322,+4326826330330,08.09.2020
LBS Pinkafeld,Landesberufsschule Pinkafeld,Bildung,Berufsschule,Schloßgasse 1,7423,Pinkafeld,Burgenland,direktion@bs-pinkafeld.at,+43335742271,+4333574227110,08.09.2020
FH Burgenland,Fachhochschule Burgenland GmbH,Bildung,Fachhochschule,Campus 1,7000,Eisenstadt,Burgenland,office@fh-burgenland.at,+4357705,+43577051199,24.08.2020
PH Burgenland,Stiftung private Pädagogische Hochschule Burgenland,Bildung,Pädagogische Hochschule,Thomas-Alva-Edison-Straße 1,7000,Eisenstadt,Burgenland,office@ph-burgenland.at,+43268224817,,24.08.2020
Landespolizeidirektion Burgenland,Landespolizeidirektion Burgenland,Infrastruktur,Polizei,Neusiedler Straße 84,7000,Eisenstadt,Burgenland,LPD-B@polizei.gv.at,+4359133100,+4359133101009,19.08.2020
Apothekerkammer Burgenland,Apothekerkammer Burgenland,Interessensvertretung,Kammer,Permayerstraße 3,7000,Eisenstadt,Burgenland,burgenland@apothekerkammer.at,+43268261645,+43268266115,18.08.2020
Arbeiterkammer Burgenland,Kammer für Arbeiter und Angestellte für das Burgenland,Interessensvertretung,Kammer,Wiener Straße 7,7000,Eisenstadt,Burgenland,akbgld@akbgld.at,+432682740,,18.08.2020
Kammer der Steuerberater und Wirtschaftsprüfer Burgenland,Kammer der Steuerberater und Wirtschaftsprüfer Burgenland,Interessensvertretung,Kammer,Schönbrunnerstraße 222-228/1/6/2,1120,Wien,Burgenland,office@ksw.or.at,+431811730,+43181173100,18.08.2020
"Kammer der ZiviltechnikerInnen für Wien, Niederösterreich und Burgenland","Kammer der ZiviltechnikerInnen für Wien, Niederösterreich und Burgenland",Interessensvertretung,Kammer,Karlsgasse 9/1,1040,Wien,Burgenland,kammer@arching.at,+4315051781,+4315051005,18.08.2020
Landeszahnärztekammer Burgenland,Landeszahnärztekammer Burgenland,Interessensvertretung,Kammer,Schlossplatz 1,7431,Bad Tatzmannsdorf,Burgenland,office@bgld.zahnaerztekammer.at,+43505117000,+43505117002,18.08.2020
"Notariatskammer für Wien, Niederösterreich und Burgenland","Notariatskammer für Wien, Niederösterreich und Burgenland ",Interessensvertretung,Kammer,Landesgerichtsstraße 20,1010,Wien,Burgenland,kammer-wnb@notar.or.at,+43140245090,+4314063475,18.08.2020
Rechtanswaltskammer Burgenland,Rechtanswaltskammer Burgenland,Interessensvertretung,Kammer,Marktstraße 3,7000,Eisenstadt,Burgenland,rak.bgld@aon.at,+43720211990,+43720211991,18.08.2020
Wirtschaftskammer Burgenland,Wirtschaftskammer Burgenland,Interessensvertretung,Kammer,Robert-Graf-Platz 1,7000,Eisenstadt,Burgenland,wkbgld@wkbgld.at,+435909072000,+435909072015,18.08.2020
Ärztekammer Burgenland,Ärztekammer Burgenland,Interessensvertretung,Kammer,Johann Permayerstraße 3,7000,Eisenstadt,Burgenland,office@aekbgld.at,+43268262521,+4326826252190,18.08.2020
Die Grünen,Die Grünen - Die Grüne Alternative Burgenland,Interessensvertretung,Partei,Pfarrgasse 30,7000,Eisenstadt,Burgenland,bgld@gruene.at,+436648317510,,19.09.2020
FPÖ,Freiheitliche Partei Österreich – Landesgruppe Burgenland,Interessensvertretung,Partei,Ruster Straße 70b,7000,Eisenstadt,Burgenland,lgst.bgld@fpoe.at,+43268262846,,19.09.2020
SPÖ,Sozialdemokratische Partei – Landesorganisation Burgenland,Interessensvertretung,Partei,Johann Permayer Straße 2,7000,Eisenstadt,Burgenland,burgenland@spoe.at,+4326827750,+432682775210,19.09.2020
ÖVP,Volkspartei Burgenland,Interessensvertretung,Partei,Julius-Raab-Straße 7,7000,Eisenstadt,Burgenland,office@oevp-burgenland.at,+432682799,,19.09.2020
BH Feldkirchen,Bezirkshauptmannschaft Feldkirchen,Bezirksbehörde,Administration,Milesistraße 10,9560,Feldkirchen in Kärnten,Kärnten,post.bhfe@ktn.gv.at,+435053667000,+435053667200,25.08.2020
BH Hermagor,Bezirkshauptmannschaft Hermagor,Bezirksbehörde,Administration,Hauptstraße 44,9620,Hermagor,Kärnten,post.bhhe@ktn.gv.at,+435053663000,+435053663810,25.08.2020
BH Klagenfurt Land,Bezirkshauptmannschaft Klagenfurt Land,Bezirksbehörde,Administration,Völkermarkter Ring 19,9010,Klagenfurt am Wörthersee,Kärnten,post.bhkl@ktn.gv.at,+435053664000,+435053664001,25.08.2020
BH Spittal an der Drau,Bezirkshauptmannschaft Spittal an der Drau,Bezirksbehörde,Administration,Tiroler Straße 16,9800,Spittal an der Drau,Kärnten,post.bhsp@ktn.gv.at,+435053662000,+435053662333,25.08.2020
BH St. Veit an der Glan,Bezirkshauptmannschaft St. Veit an der Glan,Bezirksbehörde,Administration,Hauptplatz 28,9300,St. Veit an der Glan,Kärnten,post.bhsv@ktn.gv.at,+435053668000,+435053668200,25.08.2020
BH Villach Land,Bezirkshauptmannschaft Villach Land,Bezirksbehörde,Administration,Meister-Friedrich-Straße 4,9500,Villach,Kärnten,post.bhvl@ktn.gv.at,+435053661000,+435053661341,25.08.2020
BH Völkermarkt,Bezirkshauptmannschaft Völkermarkt,Bezirksbehörde,Administration,Spanheimergasse 2,9100,Völkermarkt,Kärnten,post.bhvk@ktn.gv.at,+435053665000,+435053665511,25.08.2020
BH Wolfsberg,Bezirkshauptmannschaft Wolfsberg,Bezirksbehörde,Administration,Am Weiher 5/6,9400,Wolfsberg,Kärnten,post.bhwo@ktn.gv.at,+435053666000,+435053666200,25.08.2020
Magistrat Klagenfurt,Magistrat der Landeshauptstadt Klagenfurt am Wörthersee,Bezirksbehörde,Administration,"Rathaus, Neuer Platz 1",9010,Klagenfurt am Wörthersee,Kärnten,info@klagenfurt.at,+434635370,,25.08.2020
Magistrat der Stadt Villach,Magistrat der Stadt Villach,Bezirksbehörde,Administration,Rathausplatz 1,9500,Villach,Kärnten,service@villach.at,+434242205,,25.08.2020
Bildungsdirektion für Kärnten,Bildungsdirektion für Kärnten,Bildung,Behörde,10. -Oktober-Straße 24,9020,Klagenfurt am Wörthersee,Kärnten,office@bildung-ktn.gv.at,+4350534,+435053411111,19.08.2020
BS & BZ St. Veit an der Glan,Berufsschule und Bildungszentrum St. Veit an der Glan,Bildung,Berufsschule,Dr.-A.-Lemisch-Straße 5,9300,St. Veit an der Glan,Kärnten,st.veit@bs.ksn.at,+4342122605,+434212260541,08.09.2020
BZ Ehrental,Bildungszentrum Ehrental,Bildung,Berufsschule,Ehrentaler Str. 117-119,9020,Klagenfurt am Wörthersee,Kärnten,office@bz-ehrental.ksn.at,+4346343216,+434634321610,08.09.2020
FBS Ferlach,Fachberufsschule Ferlach,Bildung,Berufsschule,Schulhausgasse 12,9170,Ferlach,Kärnten,ferlach@bs.ksn.at,+4342273233,+434227323333,08.09.2020
FBS Klagenfurt 1,Fachberufsschule Klagenfurt 1,Bildung,Berufsschule,Wulfengasse 24,9020,Klagenfurt am Wörthersee,Kärnten,klagenfurt_1@bs.ksn.at,+434633164112,+4346331641797,08.09.2020
FBS Klagenfurt 2,Fachberufsschule Klagenfurt 2,Bildung,Berufsschule,Wulfengasse 24,9020,Klagenfurt am Wörthersee,Kärnten,klagenfurt_2@bs.ksn.at,+434633164115,+4346331641793,08.09.2020
FBS Spittal an der Drau,Fachberufsschule Spittal an der Drau,Bildung,Berufsschule,Litzelhofenstraße 17,9800,Spittal an der Drau,Kärnten,spittal@bs.ksn.at,+4347622431,+434762243112,08.09.2020
FBS Villach,Fachberufsschule Villach,Bildung,Berufsschule,Tiroler Straße 23,9500,Villach,Kärnten,villach2@bs.ksn.at,+43424256257100,+43424256257103,08.09.2020
FBS Völkermarkt,Fachberufsschule Völkermarkt,Bildung,Berufsschule,Hans-Kudlich-Weg 17,9100,Völkermarkt,Kärnten,voelkermarkt@bs.ksn.at,+434232287576,+434232287582,08.09.2020
FBS Wolfsberg,Fachberufsschule Wolfsberg,Bildung,Berufsschule,St. Jakober Straße 2,9400,Wolfsberg,Kärnten,wolfsberg@bs.ksn.at,+4343522209,+434352220915,08.09.2020
FBS für Tourismus,Fachberufsschule für Tourismus Warmbad Villach,Bildung,Berufsschule,Kumpfallee 87,9504,Villach-Warmbad Villach,Kärnten,warmbad@bs.ksn.at,+43424226977,+4342422697736,08.09.2020
FH Kärnten,Fachhochschule Kärnten - Gemeinnützige Privatstiftung,Bildung,Fachhochschule,Villacher Straße 1,9800,Spittal an der Drau,Kärnten,info@fh-kaernten.at,+43590500,+435905009910,24.08.2020
GMPU,Gustav Mahler Privatuniversität für Musik,Bildung,Privatuniversität,Mießtalerstraße 8,9020,Klagenfurt am Wörthersee,Kärnten,info@gmpu.ac.at,+435053616552,,24.08.2020
PH Kärnten,Pädagogische Hochschule Kärnten,Bildung,Pädagogische Hochschule,Hubertusstraße 1,9020,Klagenfurt am Wörthersee,Kärnten,office@ph-kaernten.ac.at,+43463508508,,24.08.2020
AAU,Alpen-Adria-Universität Klagenfurt,Bildung,Universität,Universitätsstraße 65-67,9020,Klagenfurt am Wörthersee,Kärnten,uni@aau.at,+434632700,,23.08.2020
GSZ,Gemeinde-Servicezentrum,Gesundheit,Dienstleister,Gabelsbergerstraße 5,9020,Klagenfurt am Wörthersee,Kärnten,gsz@ktn.gde.at,+4346355111300,+4346355111222,20.08.2020
KFA der Beamten der Stadt Villach,Krankenfürsorgeanstalt der Beamten der Stadt Villach,Gesundheit,Krankenfürsorgeanstalt,Rathausplatz 1,9500,Villach,Kärnten,kfa@villach.at,+4342422051919,,20.08.2020
Landespolizeidirektion Kärnten,Landespolizeidirektion Kärnten,Infrastruktur,Polizei,Buchengasse 3,9020,Klagenfurt am Wörthersee,Kärnten,LPD-K@polizei.gv.at,+4359133200,+4359133201009,19.08.2020
Apothekerkammer Kärnten,Apothekerkammer Kärnten,Interessensvertretung,Kammer,Alter Platz 24/II,9020,Klagenfurt am Wörthersee,Kärnten,kaernten@apothekerkammer.at,+43463513366,+4346351336620,18.08.2020
Arbeiterkammer Kärnten,Kammer für Arbeiter und Angestellte für Kärnten,Interessensvertretung,Kammer,Bahnhofplatz 3,9021,Klagenfurt am Wörthersee Postfach,Kärnten,arbeiterkammer@akktn.at,+4350477,+43504772400,18.08.2020
Kammer der Steuerberater und Wirtschaftsprüfer Kärnten,Kammer der Steuerberater und Wirtschaftsprüfer Kärnten,Interessensvertretung,Kammer,"Lakeside B11 a, 1. OG",9020,Klagenfurt am Wörthersee,Kärnten,kaernten@ksw.or.at,+43463512944,+434635129445,18.08.2020
Kammer der ZiviltechnikerInnen für Steiermark und Kärnten,Kammer der ZiviltechnikerInnen für Steiermark und Kärnten,Interessensvertretung,Kammer,Schönaugasse 7/1,8010,Graz,Kärnten,office@ztkammer.at,+43316826344,+4331682634425,18.08.2020
Landarbeiterkammer Kärnten,Landarbeiterkammer Kärnten,Interessensvertretung,Kammer,Bahnhofstrasse 44/III,9020,Klagenfurt am Wörthersee,Kärnten,lak@lakktn.at,+434635870419,+434635870420,18.08.2020
Landeszahnärztekammer Kärnten,Landeszahnärztekammer Kärnten,Interessensvertretung,Kammer,Neuer Platz 7/1,9020,Klagenfurt am Wörthersee,Kärnten,office@ktn.zahnaerztekammer.at,+43505119020,+43505119023,18.08.2020
Notariatskammer für Kärnten,Notariatskammer für Kärnten,Interessensvertretung,Kammer,Lakeside B 11 a,9020,Klagenfurt am Wörthersee,Kärnten,office@ktn-notare.at,+43463512797,+434635127974,18.08.2020
Rechtanswaltskammer Kärnten,Rechtanswaltskammer Kärnten,Interessensvertretung,Kammer,Theatergasse 4,9020,Klagenfurt am Wörthersee,Kärnten,kammer@rechtsanwaelte-kaernten.at,+43463512425,+4346351242515,18.08.2020
Wirtschaftskammer Kärnten,Wirtschaftskammer Kärnten,Interessensvertretung,Kammer,Europaplatz 1,9021,Klagenfurt am Wörthersee Postfach,Kärnten,wirtschaftskammer@wkk.or.at,+435909040,+43590904704,18.08.2020
Ärztekammer Kärnten,Ärztekammer Kärnten,Interessensvertretung,Kammer,St. Veiter Straße 34/II,9020,Klagenfurt am Wörthersee,Kärnten,aek@aekktn.at,+46358560,+463514222,18.08.2020
FPÖ,Die Freiheitlichen in Kärnten,Interessensvertretung,Partei,Dr.-Franz-Palla-Gasse 1,9020,Klagenfurt am Wörthersee,Kärnten,office@freiheitliche-ktn.at,+4346356404,,19.09.2020
SPÖ,"Sozialdemokratische Partei Österreichs, Landesorganisation Kärnten",Interessensvertretung,Partei,Lidmanskygasse 15,9020,Klagenfurt am Wörthersee,Kärnten,kaernten@spoe.at,+43463577880,+4346354570,19.09.2020
TK,Team Kärnten,Interessensvertretung,Partei,Neuer Platz 1,9800,Spittal an der Drau,Kärnten,tmf@team-kaernten.at,+43463503953,,19.09.2020
ÖVP,ÖVP LANDESPARTEI KÄRNTEN,Interessensvertretung,Partei,8. Mai Straße 47/2,9020,Klagenfurt am Wörthersee,Kärnten,landespartei@oevpkaernten.at,+4346358620,+43463586217,19.09.2020
BH Amstetten,Bezirkshauptmannschaft Amstetten,Bezirksbehörde,Administration,Preinsbacher Straße 11,3300,Amstetten,Niederösterreich,post.bham@noel.gv.at ,+43747290250,+437472902521000,25.08.2020
BH Baden,Bezirkshauptmannschaft Baden,Bezirksbehörde,Administration,Schwartzstraße 50,2500,Baden,Niederösterreich,post.bhbn@noel.gv.at ,+43225290250,+432252902522000,25.08.2020
BH Bruck an der Leitha,Bezirkshauptmannschaft Bruck an der Leitha,Bezirksbehörde,Administration,Fischamender Straße 10,2460,Bruck an der Leitha,Niederösterreich,post.bhbl@noel.gv.at ,+43216290250,+432162902523000,25.08.2020
BH Gmünd,Bezirkshauptmannschaft Gmünd,Bezirksbehörde,Administration,Schremser Straße 8,3950,Gmünd,Niederösterreich,post.bhgd@noel.gv.at ,+43285290250,+432852902525000,25.08.2020
BH Gänserndorf,Bezirkshauptmannschaft Gänserndorf,Bezirksbehörde,Administration,Schönkirchner Straße 1,2230,Gänserndorf,Niederösterreich,post.bhgf@noel.gv.at ,+43228290250,+432282902524000,25.08.2020
BH Hollabrunn,Bezirkshauptmannschaft Hollabrunn,Bezirksbehörde,Administration,Mühlgasse 24,2020,Hollabrunn,Niederösterreich,post.bhhl@noel.gv.at ,+43295290250,+432952902527000,25.08.2020
BH Horn,Bezirkshauptmannschaft Horn,Bezirksbehörde,Administration,Frauenhofner Straße 2,3580,Horn,Niederösterreich,post.bhho@noel.gv.at ,+43298290250,+432982902528000,25.08.2020
BH Korneuburg,Bezirkshauptmannschaft Korneuburg,Bezirksbehörde,Administration,Bankmannring 5,2100,Korneuburg,Niederösterreich,post.bhko@noel.gv.at ,+43226290250,+432262902529000,25.08.2020
BH Krems,Bezirkshauptmannschaft Krems,Bezirksbehörde,Administration,Drinkweldergasse 15,3500,Krems an der Donau,Niederösterreich,post.bhkr@noel.gv.at ,+43273290250,+432732902530000,25.08.2020
BH Lilienfeld,Bezirkshauptmannschaft Lilienfeld,Bezirksbehörde,Administration,Am Anger 2,3180,Lilienfeld,Niederösterreich,post.bhlf@noel.gv.at ,+43276290250,+432762902531000,25.08.2020
BH Melk,Bezirkshauptmannschaft Melk,Bezirksbehörde,Administration,Abt Karl-Straße  25a,3390,Melk,Niederösterreich,post.bhme@noel.gv.at ,+43275290250,+432752902532000,25.08.2020
BH Mistelbach,Bezirkshauptmannschaft Mistelbach,Bezirksbehörde,Administration,Hauptplatz  4-5 ,2130,Mistelbach,Niederösterreich,post.bhmi@noel.gv.at ,+43257290250,+432572902533000,25.08.2020
BH Mödling,Bezirkshauptmannschaft Mödling,Bezirksbehörde,Administration,Bahnstraße 2,2340,Mödling,Niederösterreich,post.bhmd@noel.gv.at ,+43223690250,+432236902534000,25.08.2020
BH Neunkirchen,Bezirkshauptmannschaft Neunkirchen,Bezirksbehörde,Administration,Peischingerstraße 17,2620,Neunkirchen,Niederösterreich,post.bhnk@noel.gv.at,+43263590250,+432635902535000,25.08.2020
BH Scheibbs,Bezirkshauptmannschaft Scheibbs,Bezirksbehörde,Administration,Rathausplatz 5,3270,Scheibbs,Niederösterreich,post.bhsb@noel.gv.at,+43748290250,+437482902538000,25.08.2020
BH St. Pölten,Bezirkshauptmannschaft St. Pölten,Bezirksbehörde,Administration,Am Bischofteich 1,3100,St. Pölten,Niederösterreich,post.bhpl@noel.gv.at ,+43274290250,+432742902537000,25.08.2020
BH Tulln,Bezirkshauptmannschaft Tulln,Bezirksbehörde,Administration,Hauptplatz 33,3430,Tulln an der Donau,Niederösterreich,post.bhtu@noel.gv.at ,+43227290250,+432272902539000,25.08.2020
BH Waidhofen an der Thaya,Bezirkshauptmannschaft Waidhofen an der Thaya,Bezirksbehörde,Administration,Aignerstraße 1,3830,Waidhofen an der Thaya,Niederösterreich,post.bhwt@noel.gv.at ,+43284290250,+432842902540000,25.08.2020
BH Wiener Neustadt,Bezirkshauptmannschaft Wiener Neustadt,Bezirksbehörde,Administration,Ungargasse 33,2700,Wiener Neustadt,Niederösterreich,post.bhwb@noel.gv.at,+43262290250,+432622902541000,25.08.2020
BH Zwettl,Bezirkshauptmannschaft Zwettl,Bezirksbehörde,Administration,Am Statzenberg 1,3910,Zwettl,Niederösterreich,post.bhzt@noel.gv.at,+43282290250,+432822902542000,25.08.2020
Bildungsdirektion für Niederösterreich,Bildungsdirektion für Niederösterreich,Bildung,Behörde,Rennbahnstraße 29,3109,St. Pölten,Niederösterreich,office@bildung-noe.gv.at,+4327422800,+4327422801111,19.09.2020
BS St. Egyden/Steinfeld,Berufsschule des Bundes St. Egyden/Steinfeld,Bildung,Berufsschule,Puchberger Straße 1,2731,St. Egyden am Steinfeld,Niederösterreich,318025@aon.at,+43263877431630,+43263877431119,08.09.2020
BS der ÖBB,Berufsschule der Österreichischen Bundesbahnen,Bildung,Berufsschule,Werkstättenstraße 17,3100,St. Pölten,Niederösterreich,berufsschule@oebb.at,+436649675146,,08.09.2020
BS für UhrmacherInnen,Berufsschule für UhrmacherInnen und Zeitmesstechnik,Bildung,Berufsschule,Raabser Straße 23,3822,Karlstein an der Thaya,Niederösterreich,htl.karlstein@noeschule.at,+432844202,+432844202312,08.09.2020
Gartenbauschule Langenlois,Landwirtschaftliche Berufs- und Fachschule,Bildung,Berufsschule,Am Rosenhügel 15,3550,Langenlois,Niederösterreich,office@gartenbauschule.at,+4327342106,+432734210666,08.09.2020
LBS Amstetten,Landesberufsschule Amstetten,Bildung,Berufsschule,Leopold-Maderthaner-Platz 2,3300,Amstetten,Niederösterreich,office@lbsamstetten.ac.at,+43747262786,+43747262786106,08.09.2020
LBS Baden,Landesberufsschule Baden,Bildung,Berufsschule,Josef Kollmann Straße 1,2500,Baden,Niederösterreich,direktion@lbsbaden.ac.at,+43225286772,+4322528677234,08.09.2020
LBS Eggenburg,Landesberufsschule Eggenburg,Bildung,Berufsschule,Siegfried Marcus Straße 2,3730,Eggenburg,Niederösterreich,office@lbseggenburg.ac.at,+4329842500,+432984250050,08.09.2020
LBS Eggenburg - Standort Stockerau,Landesberufsschule Eggenburg - Standort Stockerau,Bildung,Berufsschule,Weg zur Marienhöhe 3,2000,Stockerau,Niederösterreich,direktion@lbseggenburg-stockerau.ac.at,+43226663401,+4322666340120,08.09.2020
LBS Geras,Landesberufsschule Geras,Bildung,Berufsschule,Am Goggitschberg 5,2093,Geras,Niederösterreich,office@lbsgeras.ac.at,+432912591,+43291259114,08.09.2020
LBS Geras - Standort Hollabrunn,Landesberufsschule Geras - Standort Hollabrunn,Bildung,Berufsschule,Josef Weisleinstraße 7,2020,Hollabrunn,Niederösterreich,office@lbshollabrunn.ac.at,+4329522492,+432952249231,08.09.2020
LBS Laa an der Thaya,Landesberufsschule Laa an der Thaya,Bildung,Berufsschule,Wehrgärten 3,2136,Laa an der Thaya,Niederösterreich,direktion@lbslaa-thaya.ac.at,+4325222304,+432522230420,08.09.2020
LBS Langenlois,Landesberufsschule Langenlois,Bildung,Berufsschule,Walterstraße 35,3550,Langenlois,Niederösterreich,direktion@lbslangenlois.ac.at,+4327342502,+432734250230,08.09.2020
LBS Lilienfeld,Landesberufsschule Lilienfeld,Bildung,Berufsschule,Berghofstraße 14,3180,Lilienfeld,Niederösterreich,direktion@lbslilienfeld.ac.at,+43276254670,+4327625467038,08.09.2020
